# Scientific Ontology incoming ZIP registry
# Format: sha256<TAB>layout<TAB>filename
#
# This file is the local Package Acceptance record.
# Registration binds exact ZIP bytes by SHA-256 after archive/text-contract inspection.
# It does not authorize repository mutation; Plan and Apply are separate steps.
#
# layout is either:
#   relative             ZIP entries are repository-relative paths
#   wrapped:<root-name>  a single accepted repository wrapper was stripped
#
# Incoming packages are forbidden from overwriting this registry.
1258883f084a2c39a7259c39e6cbcac7e74308b778d8104803eeeeadf71171cc	relative	SO_Navigator_Reading_02_changes.zip
67baa19fb510cc7f22b638007ff8a96d013f1c9d50096575c0f0704d247d1af3	relative	SOv5.1_Step01_02_Changes.zip
0da284fd9425eeb7f318705a0bdba6fa6522fd7a571261294e91ada007e1ca75	relative	SOv5.1_Additional_A_B_Changes.zip
eccb00c47a3c650fd2eeace9347a8f40872b2d25b592d67fa8af0324adac0e35	relative	SOv5.1_Step03F_05_Changes.zip
e65ed757c653a7ac3f795d9cfcd3b441f33af62d98b7f497bc4b2084cd4a949d	relative	SOv5.1_Navigator_Freeze_Patch_Changes.zip
822d953aa27c87b99a8be9b950a4915f8eccc5edabb077b8a901f2e94bba7d85	relative	SOv5.1_KaTeX_Reader_Patch_Changes.zip
e094097af58a853d170d0fe0d6445bce77959326ac30bed137c16021ef81c8b2	relative	SOv5.1_KaTeX_CSS_Correction_Changes.zip
6324ab9a6d33124d52f39406e2fe4ea2123559a4fa7bde7d14fff43e641da013	relative	SOv5.1_Step02_Reflexive_Research_Authoritative_EN_Changes.zip
fd2447ef149f7eb2558e2688cc5217c61c49ca51961f66942269950aae063efe	relative	SOv5.1_Private_Source_Withdrawal_Changes.zip
64c0c436b025b192d6113b51617f33e03558f277b2ab915fb5ff73d7eb6915d2	relative	SOv5.1_Volume01_Historical_Attestation_Changes.zip
242d1e01ec15637afed7210e64abb2ea96c42e902b74e4219c050a5c1e91075d	relative	SOv5.1_Metadata_Warning_Cleanup_Changes.zip
c3e7fbcbdef40df104b579a6c8aa11900864c32d287f2fd3ea6975a078c24d1e	relative	SOv5.1_Public_Structure_Alignment_Changes.zip
0c0b76f5cb3c4bde771b058acac5642f7479b01dda9f952e59c0dece1291620c	relative	SOv5.1_07_External_Contact_Completion_Changes_rev2.zip
7f44f58129e435e484d92f742da8b1d0eafa83add826aa5171fe498d711317b2	relative	SOv5.1_07_External_Contact_Completion_Changes_rev3.zip
61509c8f0a09ed82f8d77b9f2c39b567565de0a091d9120f45e33cc3dace4453	relative	SOv5.1_Public_Meaning_Structure_Alignment_Changes.zip
5ea9eea3270d294cdadca5f8b689ab442b3948974dd2dee4d4535e2ca086587e	relative	SO_v5.1_Fact_Ground_Reframe_PhaseA_rev2.zip
